Date,Count,Ratio,Price,SH,SZ,GEM,ExDividendPrice,FHPXProfit,ChangeProfit,OfferNumber,TransformNumber
2008-06-30,850.0788,0.738851,39.799999,2724.404053,9320.941406,0.000000,43.799999,5253486,-338331355,0,0
